日期,大类名称,中类名称,商品名称,销售数量,销售金额,退货金额,折扣金额,利润率,客单价
2024-01-17,家居用品,厨具,电饭煲,139,237830.97,11794.39,34956.61,0.5,1711.01
2024-01-17,电子产品,游戏机,Switch Lite,54,439473.88,9259.36,65791.32,0.44,8138.41
2024-01-17,电子产品,笔记本,华为MateBook,85,581534.63,15763.52,86481.65,0.47,6841.58
2024-01-17,食品,调味品,进口橄榄油,340,308114.03,9042.56,24650.95,0.48,906.22
2024-01-17,家居用品,灯具,射灯,100,437359.86,19872.72,32535.89,0.25,4373.6
2024-01-18,电子产品,配件,充电器,63,99970.09,3176.71,10231.36,0.46,1586.83
2024-01-18,服装,童装,运动服,192,42746.59,622.62,5616.08,0.27,222.64
2024-01-18,电子产品,手机,iPhone 15 Pro,11,69534.54,2471.83,6686.73,0.34,6321.32
2024-01-18,电子产品,配件,手机壳,10,37172.1,1555.09,1998.24,0.34,3717.21
2024-01-18,食品,饮料,进口红酒,366,25831.83,1222.31,2479.97,0.16,70.58
2024-01-18,电子产品,配件,手机壳,93,659132.9,15275.51,42371.85,0.48,7087.45
2024-01-18,服装,男装,夹克,104,59899.86,2756.37,4633.01,0.33,575.96
2024-01-18,食品,调味品,进口橄榄油,159,5369.44,228.67,734.38,0.36,33.77
2024-01-18,食品,饮料,咖啡,347,203914.02,6468.88,27432.23,0.16,587.65
2024-01-19,服装,童装,连衣裙,153,232589.64,2588.3,12217.02,0.15,1520.19
2024-01-19,食品,饮料,果汁,222,135957.11,6138.38,8240.85,0.36,612.42
2024-01-19,服装,女装,套装,55,118827.43,1990.93,13311.52,0.36,2160.5
2024-01-19,电子产品,配件,笔记本支架,58,57269.5,2207.27,7659.32,0.35,987.41
2024-01-19,食品,零食,糖果,168,57590.95,2267.62,8037.95,0.26,342.8
2024-01-19,家居用品,收纳,收纳盒,59,137276.76,4008.15,15359.45,0.31,2326.72
2024-01-19,服装,运动装,阿迪达斯,11,15047.12,658.53,1151.3,0.5,1367.92
2024-01-19,家居用品,厨具,炒锅套装,14,50544.67,1925.32,5612.6,0.44,3610.33
2024-01-19,电子产品,手机,iPhone 15 Pro,27,127078.9,5056.93,14494.11,0.42,4706.63
2024-01-19,食品,零食,饼干,401,58379.29,1955.6,6321.73,0.48,145.58
2024-01-19,食品,零食,糖果,120,50462.44,1529.39,5460.87,0.19,420.52
2024-01-19,电子产品,相机,尼康Z6,57,72907.06,2127.55,8503.97,0.32,1279.07
2024-01-19,服装,女装,套装,298,64236.44,2006.2,4967.38,0.34,215.56
2024-01-19,家居用品,收纳,储物箱,149,234888.64,5894.27,12874.73,0.24,1576.43
2024-01-19,食品,粮油,面条,352,226065.35,10499.51,15667.34,0.47,642.23
2024-01-19,家居用品,家纺,床上四件套,122,221003.37,4717.67,29307.38,0.2,1811.5
2024-01-19,电子产品,手机,OPPO Find X,53,209089.92,6305.78,14964.53,0.16,3945.09
2024-01-20,电子产品,笔记本,联想ThinkPad,41,36719.23,1398.68,2450.56,0.45,895.59
2024-01-20,电子产品,游戏机,PS5,62,365783.71,6094.6,29394.73,0.3,5899.74
2024-01-20,服装,运动装,李宁,137,27029.87,952.16,3499.47,0.16,197.3
2024-01-20,服装,女装,套装,116,316352.68,10203.2,46729.17,0.19,2727.18
2024-01-20,电子产品,相机,索尼A7M4,90,472624.51,5059.37,46528.95,0.42,5251.38
2024-01-20,服装,男装,商务西服,130,196337.99,5407.97,18073.7,0.41,1510.29
2024-01-20,服装,配饰,手表,85,191496.94,8784.87,22481.19,0.25,2252.91
2024-01-20,食品,调味品,调味料,464,327300.81,9516.51,39356.01,0.29,705.39
2024-01-20,电子产品,平板电脑,iPad Air,73,190604.02,6347.59,9723.98,0.21,2611.01
2024-01-20,食品,零食,糖果,28,3127.13,60.17,326.76,0.16,111.68
2024-01-20,电子产品,笔记本,华为MateBook,35,310027.19,6010.04,21094.08,0.47,8857.92
2024-01-20,家居用品,灯具,北欧吊灯,187,437158.57,16470.22,31449.25,0.24,2337.75
2024-01-20,服装,男装,夹克,241,325802.38,5205.68,38689.7,0.43,1351.88
2024-01-20,家居用品,厨具,电饭煲,68,56458.17,1600.18,6256.64,0.26,830.27
2024-01-20,家居用品,灯具,北欧吊灯,146,94080.49,2026.6,10327.16,0.22,644.39
2024-01-21,电子产品,智能手表,Garmin,26,158935.48,6067.02,9759.57,0.36,6112.9
2024-01-21,食品,零食,高端坚果,323,193107.17,7595.0,20681.47,0.33,597.86
2024-01-21,服装,配饰,手表,130,389460.24,11418.79,30507.15,0.19,2995.85
2024-01-21,电子产品,相机,索尼A7M4,97,710221.43,31033.88,47787.13,0.29,7321.87
2024-01-21,家居用品,厨具,电饭煲,120,130279.19,2315.53,8748.98,0.47,1085.66
2024-01-21,食品,零食,薯片,35,27607.63,285.34,1778.69,0.39,788.79
2024-01-21,家居用品,收纳,整体衣柜,191,494569.93,22161.53,47844.27,0.26,2589.37
2024-01-21,家居用品,灯具,水晶吊灯,117,387157.65,5736.84,26787.17,0.19,3309.04
2024-01-21,服装,女装,外套,249,470404.8,7347.36,55541.85,0.45,1889.18
2024-01-21,家居用品,厨具,进口刀具,79,159501.75,5518.5,14848.19,0.22,2019.01
2024-01-21,家居用品,家具,真皮沙发,27,69311.9,2451.28,7284.21,0.17,2567.11
2024-01-21,电子产品,游戏机,Switch Lite,87,45957.49,678.31,5266.92,0.45,528.25
2024-01-21,食品,饮料,茅台酒,96,44619.67,1928.23,6187.81,0.26,464.79
2024-01-21,电子产品,平板电脑,Samsung Tab,72,711816.24,18379.09,91004.91,0.24,9886.34
2024-01-22,服装,男装,衬衫,253,743787.02,33296.44,108958.62,0.44,2939.87
2024-01-22,服装,配饰,围巾,279,494817.41,18846.9,49783.92,0.32,1773.54
2024-01-22,食品,生鲜,三文鱼,84,54063.15,1682.88,4284.88,0.32,643.61
2024-01-22,食品,饮料,咖啡,267,182877.14,7728.9,11227.47,0.39,684.93
2024-01-22,电子产品,相机,富士X-T4,36,93071.72,3985.37,8885.08,0.22,2585.33
2024-01-22,家居用品,灯具,北欧吊灯,123,433504.18,18007.42,37762.07,0.36,3524.42
2024-01-22,电子产品,游戏机,PS4 Pro,50,20096.86,669.27,1344.55,0.44,401.94
2024-01-22,服装,配饰,手表,207,380819.04,18717.39,29682.66,0.34,1839.71
2024-01-22,服装,运动装,耐克运动服,108,198371.91,5815.69,19690.91,0.5,1836.78
2024-01-22,服装,运动装,耐克运动服,249,711162.54,7501.76,46536.67,0.36,2856.07
2024-01-22,电子产品,平板电脑,iPad Air,50,423740.71,14485.04,34413.53,0.49,8474.81
2024-01-22,电子产品,智能手表,Apple Watch,69,32022.22,1231.56,2221.97,0.41,464.09
2024-01-23,服装,配饰,奢侈品包包,108,211818.8,3686.36,28665.89,0.41,1961.29
2024-01-23,食品,调味品,松露油,395,356836.06,11272.62,49767.86,0.21,903.38
2024-01-23,服装,配饰,围巾,56,35368.26,1736.82,3441.43,0.33,631.58
2024-01-23,电子产品,笔记本,MacBook Pro,54,496145.47,8631.21,53880.77,0.41,9187.88
2024-01-23,食品,零食,进口巧克力,79,10900.49,360.34,1117.03,0.25,137.98
2024-01-23,家居用品,收纳,整体衣柜,121,122600.99,1365.93,14080.71,0.23,1013.23
2024-01-23,电子产品,游戏机,Switch OLED,53,313591.7,4863.51,34237.22,0.49,5916.82
2024-01-23,电子产品,智能手表,华为Watch,27,232415.27,9463.72,12305.95,0.28,8607.97
2024-01-23,食品,生鲜,海鲜礼盒,452,214618.53,2390.09,27097.44,0.29,474.82
2024-01-23,食品,零食,糖果,402,191585.29,3109.35,11507.75,0.21,476.58
2024-01-23,电子产品,平板电脑,Samsung Tab,18,122579.71,1884.36,7012.52,0.25,6809.98
2024-01-23,电子产品,相机,松下S5,16,72351.45,3362.27,5776.28,0.44,4521.97
2024-01-23,服装,女装,连衣裙,214,228694.85,8649.0,28057.06,0.39,1068.67
2024-01-23,食品,粮油,有机大米,499,172749.17,4168.8,22942.59,0.19,346.19
2024-01-23,食品,生鲜,蔬菜,389,326097.44,16243.63,22720.78,0.38,838.3
2024-01-23,食品,粮油,调和油,363,190352.38,8111.97,19970.6,0.5,524.39
2024-01-23,家居用品,卫浴,浴室柜,76,259288.41,2728.08,23099.28,0.39,3411.69
2024-01-23,服装,女装,连衣裙,257,673147.06,16906.11,76152.71,0.26,2619.25
2024-01-23,食品,饮料,茅台酒,94,6126.69,275.76,665.82,0.21,65.18
2024-01-23,食品,生鲜,海鲜礼盒,350,207177.74,10308.2,30530.83,0.32,591.94
2024-01-23,家居用品,卫浴,镜子,75,206587.74,2944.42,21649.14,0.42,2754.5
2024-01-23,家居用品,家纺,床上四件套,145,77453.91,3559.81,10073.14,0.24,534.16
2024-01-23,家居用品,厨具,料理机,59,215056.47,7424.58,27982.8,0.42,3645.02
2024-01-23,电子产品,配件,手机壳,46,199126.01,3413.95,26373.76,0.49,4328.83
2024-01-24,食品,饮料,进口红酒,95,45469.04,464.24,6479.85,0.25,478.62
2024-01-24,家居用品,家具,办公椅,99,33753.26,407.13,2029.87,0.22,340.94
2024-01-24,服装,男装,裤子,223,477678.15,8457.84,65737.65,0.2,2142.05
2024-01-24,家居用品,卫浴,浴室柜,148,620250.42,29790.72,54236.74,0.38,4190.88
2024-01-24,家居用品,卫浴,智能马桶,132,330132.07,10842.34,17727.18,0.31,2501.0
2024-01-24,服装,女装,外套,65,25141.74,844.09,2644.21,0.35,386.8
2024-01-24,食品,饮料,咖啡,469,24037.94,925.46,2739.57,0.2,51.25
2024-01-24,服装,配饰,围巾,55,52630.97,2517.14,5551.97,0.37,956.93
2024-01-24,家居用品,家纺,地毯,123,182093.59,3237.32,24965.92,0.23,1480.44
2024-01-24,食品,调味品,酱油,183,159041.44,2625.6,22236.15,0.19,869.08
2024-01-24,服装,女装,套装,181,170445.48,4172.94,13880.72,0.31,941.69
2024-01-24,食品,粮油,橄榄油,483,304966.81,3493.08,31047.26,0.29,631.4
2024-01-24,家居用品,家纺,羽绒被,194,846901.77,41592.4,116078.89,0.41,4365.47
2024-01-25,家居用品,收纳,置物架,120,139041.66,2051.4,12050.21,0.31,1158.68
2024-01-25,食品,生鲜,牛肉,90,29810.25,1457.17,4466.65,0.15,331.23
2024-01-25,食品,生鲜,三文鱼,27,19292.8,394.21,2296.22,0.3,714.55
2024-01-25,电子产品,智能手表,Garmin,62,164541.92,3411.01,13494.83,0.38,2653.9
2024-01-25,食品,零食,饼干,465,444856.85,4585.09,47028.9,0.25,956.68
2024-01-25,电子产品,笔记本,戴尔XPS,53,326851.11,8864.77,24060.52,0.26,6167.0
2024-01-25,家居用品,厨具,料理机,129,516479.4,16056.76,36057.67,0.17,4003.72
2024-01-25,服装,男装,休闲西装,273,386071.9,15047.39,39239.95,0.34,1414.18
2024-01-25,电子产品,智能手表,OPPO Watch,76,486921.13,9349.99,24577.99,0.43,6406.86
2024-01-25,食品,饮料,进口红酒,220,137812.94,5783.1,20211.36,0.48,626.42
2024-01-25,食品,零食,糖果,90,51900.95,755.63,3323.58,0.36,576.68
2024-01-25,电子产品,游戏机,PS5,2,11148.68,142.93,768.16,0.36,5574.34
2024-01-25,电子产品,平板电脑,华为MatePad,8,78697.74,1437.18,4010.62,0.28,9837.22
2024-01-25,服装,童装,连衣裙,116,51180.03,2466.91,6429.14,0.21,441.21
2024-01-25,电子产品,智能手表,小米手环,2,2984.83,97.03,225.1,0.29,1492.41
2024-01-25,家居用品,家具,真皮沙发,200,542906.93,22909.75,48799.23,0.49,2714.53
2024-01-26,食品,零食,高端坚果,20,1123.04,45.81,89.51,0.27,56.15
2024-01-26,家居用品,收纳,储物箱,72,324541.82,8186.99,43509.9,0.29,4507.53
2024-01-26,电子产品,笔记本,MacBook Pro,43,352468.95,5597.74,47780.94,0.42,8196.95
2024-01-26,家居用品,家纺,地毯,125,498857.52,14454.27,63624.05,0.46,3990.86
2024-01-26,服装,配饰,围巾,240,433057.16,17941.93,50276.4,0.22,1804.4
2024-01-26,服装,女装,外套,149,170989.1,5489.6,10710.67,0.49,1147.58
2024-01-26,食品,零食,糖果,432,26765.6,1142.57,3352.22,0.42,61.96
2024-01-26,食品,粮油,进口面粉,105,91884.35,1651.53,9414.65,0.4,875.09
2024-01-26,家居用品,家具,真皮沙发,170,659774.78,23357.22,74300.27,0.23,3881.03
2024-01-26,食品,调味品,醋,361,110197.29,2174.86,7138.89,0.25,305.26
2024-01-26,服装,童装,品牌童装,141,415602.06,18299.84,29089.09,0.3,2947.53
2024-01-26,家居用品,厨具,烤箱,142,529192.24,10094.05,50118.63,0.26,3726.71
2024-01-26,家居用品,家纺,毛巾套装,91,45574.35,1913.06,6779.14,0.47,500.82
2024-01-27,食品,粮油,进口面粉,88,55691.11,1184.41,7548.5,0.39,632.85
2024-01-27,服装,女装,套装,259,151124.48,4779.5,13672.68,0.16,583.49
2024-01-27,食品,饮料,果汁,379,140920.12,5921.53,12874.79,0.34,371.82
2024-01-27,食品,零食,糖果,403,45306.74,2118.49,6561.41,0.32,112.42
2024-01-27,服装,男装,夹克,293,772211.3,32328.32,108442.71,0.45,2635.53
2024-01-27,家居用品,灯具,北欧吊灯,145,692837.19,33360.99,38469.48,0.2,4778.19
2024-01-27,食品,生鲜,海鲜礼盒,241,103328.36,5135.39,10108.77,0.37,428.75
2024-01-27,服装,配饰,帽子,243,49542.53,1023.46,5730.04,0.19,203.88
2024-01-27,食品,生鲜,三文鱼,42,25903.39,1138.53,2363.84,0.29,616.75
2024-01-27,食品,调味品,酱油,55,22728.08,518.06,2189.95,0.39,413.24
2024-01-28,电子产品,手机,vivo X100,53,312623.12,15352.11,30156.03,0.35,5898.55
2024-01-28,食品,零食,糖果,255,202672.97,4366.22,16058.37,0.43,794.8
2024-01-28,食品,零食,糖果,479,78003.94,1287.84,10535.42,0.37,162.85
2024-01-28,家居用品,家纺,毛巾套装,160,221241.06,3879.43,21565.63,0.48,1382.76
2024-01-28,食品,零食,高端坚果,30,25604.9,788.82,3123.61,0.19,853.5
2024-01-28,食品,饮料,进口红酒,201,125770.43,1426.42,12881.35,0.35,625.72
2024-01-28,家居用品,厨具,料理机,132,562221.15,22860.9,62270.6,0.32,4259.25
2024-01-28,服装,配饰,钻石项链,142,94011.76,2408.4,6265.47,0.43,662.05
2024-01-28,食品,生鲜,牛肉,157,41010.48,561.64,4344.55,0.46,261.21
2024-01-28,食品,生鲜,进口水果,333,93615.01,4002.3,6495.67,0.24,281.13
2024-01-29,食品,零食,薯片,483,392004.37,11054.71,35125.23,0.28,811.6
2024-01-29,食品,零食,饼干,73,42444.55,631.29,3699.79,0.15,581.43
2024-01-29,服装,女装,外套,228,337521.59,9303.46,37106.52,0.27,1480.36
2024-01-29,家居用品,收纳,置物架,58,176873.44,5981.98,15869.53,0.47,3049.54
2024-01-29,家居用品,收纳,置物架,134,497868.61,15853.25,55176.65,0.49,3715.44
2024-01-29,食品,零食,薯片,436,288004.51,5360.05,19120.46,0.21,660.56
2024-01-29,家居用品,收纳,收纳柜,139,109720.59,4987.86,9329.47,0.16,789.36
2024-01-29,服装,运动装,彪马,63,183112.67,8833.83,17603.08,0.27,2906.55
2024-01-29,家居用品,收纳,收纳盒,164,678496.53,17247.24,78128.67,0.32,4137.17
2024-01-29,食品,生鲜,三文鱼,28,27959.89,540.03,3027.82,0.19,998.57
2024-01-29,服装,配饰,奢侈品包包,130,231098.15,8059.19,24688.39,0.32,1777.68
2024-01-29,电子产品,相机,佳能R6,78,243713.79,6924.68,35667.84,0.25,3124.54
2024-01-29,食品,粮油,调和油,218,199370.9,3365.15,11101.28,0.39,914.55
2024-01-30,电子产品,相机,松下S5,86,463439.0,13468.06,50606.23,0.5,5388.83
2024-01-30,电子产品,相机,尼康Z6,56,435751.51,16988.4,22980.85,0.25,7781.28
2024-01-30,电子产品,手机,小米14,5,32146.85,329.79,4019.98,0.41,6429.37
2024-01-30,服装,运动装,阿迪达斯,100,299854.5,7317.63,29967.6,0.37,2998.55
2024-01-30,食品,生鲜,三文鱼,225,61464.91,2936.11,7455.88,0.41,273.18
2024-01-30,服装,女装,羽绒服,248,204041.39,7255.54,12581.75,0.3,822.75
2024-01-30,食品,生鲜,三文鱼,296,193707.39,5966.16,11768.98,0.42,654.42
2024-01-30,电子产品,平板电脑,华为MatePad,27,209546.31,6247.87,17337.61,0.2,7760.97
2024-01-30,电子产品,配件,无线耳机,45,183991.37,5602.07,13820.08,0.38,4088.7
2024-01-30,服装,女装,外套,69,177846.7,1785.52,25285.5,0.3,2577.49
2024-01-30,家居用品,家具,床架,84,47010.84,1059.73,6060.48,0.4,559.65
2024-01-30,电子产品,手机,小米14,28,100600.42,2666.95,5307.59,0.39,3592.87
2024-01-30,食品,调味品,松露油,270,170412.87,2714.89,17852.98,0.36,631.16
2024-01-30,电子产品,手机,华为P60,95,391003.58,12807.48,41305.83,0.39,4115.83
2024-01-30,家居用品,收纳,整体衣柜,84,333809.49,9826.83,38820.09,0.3,3973.92
2024-01-30,家居用品,家纺,羽绒被,190,390384.93,12074.5,54877.58,0.22,2054.66
2024-01-30,电子产品,配件,笔记本支架,51,383512.06,19070.97,25891.73,0.41,7519.84
2024-01-31,电子产品,配件,笔记本支架,22,120005.65,1626.47,10523.76,0.34,5454.8
2024-01-31,家居用品,收纳,储物箱,32,88959.63,3519.56,8226.84,0.39,2779.99
2024-01-31,电子产品,游戏机,Switch Lite,63,565415.47,27846.2,50716.57,0.39,8974.85
2024-01-31,食品,饮料,果汁,372,5031.45,161.44,647.0,0.29,13.53
2024-01-31,服装,女装,连衣裙,190,358453.33,8410.66,31346.44,0.45,1886.6
2024-01-31,食品,生鲜,蔬菜,392,337356.18,4667.56,49577.79,0.34,860.6
2024-01-31,家居用品,厨具,烤箱,113,150519.48,5259.13,18447.82,0.46,1332.03
2024-01-31,服装,童装,儿童套装,97,122204.49,1651.64,7803.31,0.49,1259.84
2024-01-31,家居用品,灯具,射灯,186,647324.27,13651.42,89266.84,0.4,3480.24
2024-01-31,食品,生鲜,蔬菜,268,50105.57,1270.84,6792.91,0.37,186.96
2024-01-31,服装,童装,儿童套装,138,177046.32,7727.82,20493.83,0.25,1282.94
2024-01-31,服装,女装,套装,49,51957.15,1240.56,3297.67,0.28,1060.35
2024-01-31,服装,运动装,安德玛,74,46192.39,1958.92,4757.95,0.28,624.22
2024-01-31,电子产品,相机,索尼A7M4,17,145308.23,6522.68,10888.24,0.34,8547.54
2024-01-31,服装,童装,外套,17,14077.86,390.42,1181.98,0.28,828.11
2024-01-31,食品,零食,饼干,192,128499.86,1923.23,15273.5,0.4,669.27
2024-01-31,电子产品,游戏机,PS4 Pro,93,379264.53,14818.58,33977.42,0.23,4078.11
2024-02-01,电子产品,智能手表,小米手环,60,50082.3,2331.95,4735.88,0.23,834.71
2024-02-01,服装,童装,品牌童装,203,203020.38,6251.4,12814.95,0.36,1000.1
2024-02-01,家居用品,收纳,置物架,145,515377.54,13669.01,42135.22,0.16,3554.33
2024-02-01,食品,粮油,调和油,283,170783.68,5113.22,11506.09,0.38,603.48
2024-02-01,服装,运动装,阿迪达斯,203,34351.77,897.08,3031.49,0.25,169.22
2024-02-01,食品,生鲜,进口水果,258,228698.25,8915.81,29622.09,0.35,886.43
2024-02-01,食品,零食,糖果,86,39271.57,1519.46,4109.08,0.45,456.65
2024-02-01,家居用品,收纳,收纳盒,102,286863.59,10011.67,37523.89,0.45,2812.39
2024-02-01,家居用品,厨具,炒锅套装,81,222339.96,7973.76,26471.96,0.18,2744.94
2024-02-01,家居用品,家纺,地毯,148,474592.21,7207.83,52427.75,0.23,3206.7
2024-02-01,服装,童装,外套,92,268007.0,3691.99,28173.03,0.32,2913.12
2024-02-01,电子产品,平板电脑,iPad Pro,51,494407.38,19334.57,68747.36,0.39,9694.26
2024-02-01,食品,零食,糖果,23,5935.68,169.85,481.66,0.17,258.07
2024-02-01,服装,配饰,奢侈品包包,250,374789.14,4365.32,55284.4,0.47,1499.16
2024-02-02,服装,童装,连衣裙,169,408485.34,10584.87,28090.22,0.4,2417.07
2024-02-02,食品,饮料,茅台酒,228,123284.96,3765.46,15616.53,0.38,540.72
2024-02-02,电子产品,智能手表,华为Watch,24,59553.37,1947.56,3157.04,0.45,2481.39
2024-02-02,食品,调味品,松露油,97,7334.84,262.54,571.31,0.29,75.62
2024-02-02,电子产品,相机,索尼A7M4,75,580051.98,25349.77,32753.16,0.49,7734.03
2024-02-02,电子产品,智能手表,Garmin,47,365270.01,4888.27,42452.25,0.2,7771.7
2024-02-02,电子产品,手机,OPPO Find X,2,2376.04,110.36,355.37,0.18,1188.02
2024-02-02,家居用品,厨具,进口刀具,80,282757.0,3295.33,41987.51,0.19,3534.46
2024-02-02,家居用品,厨具,料理机,124,255781.91,12291.69,32749.87,0.16,2062.76
2024-02-02,电子产品,笔记本,戴尔XPS,32,96480.99,4742.76,6844.98,0.26,3015.03
2024-02-02,服装,运动装,耐克运动服,213,331643.58,3967.93,33869.75,0.17,1557.01
2024-02-02,食品,生鲜,海鲜礼盒,491,19087.66,705.08,1729.14,0.46,38.88
2024-02-02,电子产品,手机,OPPO Find X,70,252145.45,7883.6,13426.57,0.29,3602.08
2024-02-03,食品,调味品,酱油,388,235653.81,7130.79,13652.68,0.19,607.36
2024-02-03,家居用品,厨具,料理机,85,133623.32,5055.6,7454.5,0.16,1572.04
2024-02-03,电子产品,相机,索尼A7M4,34,268653.78,9746.17,31902.67,0.31,7901.58
2024-02-03,家居用品,厨具,料理机,164,415016.73,15290.91,56922.33,0.41,2530.59
2024-02-03,食品,调味品,调味料,354,338676.94,16174.23,18890.25,0.39,956.71
2024-02-03,电子产品,游戏机,PS5,29,271859.61,4824.56,39561.28,0.34,9374.47
2024-02-03,食品,饮料,果汁,119,5259.8,163.7,515.74,0.36,44.2
2024-02-03,家居用品,收纳,收纳盒,83,375199.29,5864.76,19826.6,0.2,4520.47
2024-02-03,电子产品,平板电脑,华为MatePad,1,1472.39,70.81,199.45,0.2,1472.39
2024-02-03,家居用品,卫浴,浴室柜,135,370280.59,7159.19,29378.28,0.45,2742.82
2024-02-03,食品,饮料,进口红酒,392,280783.18,7018.6,35749.45,0.48,716.28
2024-02-04,电子产品,相机,松下S5,45,431577.88,8639.43,60421.27,0.47,9590.62
2024-02-04,服装,运动装,耐克运动服,175,311393.26,14938.68,30827.94,0.25,1779.39
2024-02-04,电子产品,游戏机,Xbox Series X,39,69313.38,1582.28,7210.01,0.36,1777.27
2024-02-04,服装,运动装,安德玛,136,307295.83,7554.71,16824.63,0.2,2259.53
2024-02-04,电子产品,游戏机,PS4 Pro,28,117542.51,1793.22,8627.36,0.23,4197.95
2024-02-04,服装,男装,休闲西装,13,29897.06,344.28,3350.31,0.37,2299.77
2024-02-04,家居用品,灯具,水晶吊灯,132,533129.23,13867.72,32123.37,0.41,4038.86
2024-02-04,食品,零食,进口巧克力,230,218276.74,3779.05,22275.21,0.32,949.03
2024-02-04,服装,运动装,阿迪达斯,222,271848.05,5637.47,32234.6,0.25,1224.54
2024-02-04,家居用品,卫浴,镜子,44,106320.54,3990.73,9704.81,0.45,2416.38
2024-02-04,服装,女装,套装,126,62288.83,2446.87,7236.69,0.18,494.36
2024-02-04,食品,调味品,酱油,453,204196.71,3883.34,22495.38,0.31,450.77
2024-02-05,家居用品,灯具,水晶吊灯,124,113715.58,1806.26,8201.44,0.41,917.06
2024-02-05,食品,饮料,进口红酒,248,109011.32,4338.83,11723.94,0.28,439.56
2024-02-05,服装,男装,裤子,208,182234.37,6932.26,20946.23,0.36,876.13
2024-02-05,食品,零食,薯片,441,112229.02,4937.54,15640.68,0.44,254.49
2024-02-05,食品,饮料,进口红酒,223,82865.8,2554.78,10518.57,0.34,371.6
2024-02-05,服装,童装,品牌童装,193,494465.96,21496.31,45740.54,0.17,2562.0
2024-02-05,服装,男装,休闲西装,260,498278.52,6025.55,36837.11,0.43,1916.46
2024-02-05,服装,女装,外套,271,82993.65,3018.36,11801.65,0.49,306.25
2024-02-05,电子产品,配件,笔记本支架,17,136651.99,5810.27,12115.35,0.22,8038.35
2024-02-05,服装,男装,裤子,149,358363.2,6462.79,21086.44,0.3,2405.12
2024-02-06,家居用品,家具,床架,138,228047.14,6131.15,17072.83,0.43,1652.52
2024-02-06,服装,运动装,阿迪达斯,43,79758.9,3436.97,4226.78,0.22,1854.86
2024-02-06,家居用品,灯具,台灯,177,295140.44,4114.95,41229.79,0.2,1667.46
2024-02-06,电子产品,笔记本,戴尔XPS,44,331724.96,14743.64,21112.21,0.3,7539.2
2024-02-06,家居用品,收纳,收纳盒,118,397641.06,7919.12,26041.5,0.17,3369.84
2024-02-06,服装,童装,儿童套装,177,92769.67,3751.18,5132.51,0.31,524.12
2024-02-06,食品,零食,糖果,129,39046.42,979.27,4069.37,0.33,302.69
2024-02-06,家居用品,厨具,烤箱,138,93576.8,3417.88,10960.68,0.33,678.09
2024-02-06,食品,饮料,果汁,164,61503.68,2553.23,9110.52,0.46,375.02
2024-02-06,食品,饮料,果汁,78,62967.03,1258.92,6218.39,0.36,807.27
2024-02-07,服装,童装,品牌童装,214,416774.48,15675.63,44483.07,0.49,1947.54
2024-02-07,家居用品,家具,真皮沙发,192,43866.5,514.31,6482.7,0.25,228.47
2024-02-07,服装,运动装,李宁,118,133511.4,5780.1,6780.67,0.38,1131.45
2024-02-07,家居用品,收纳,储物箱,200,518300.44,7941.8,44729.98,0.17,2591.5
2024-02-07,服装,配饰,奢侈品包包,18,23923.71,659.76,2952.39,0.38,1329.09
2024-02-07,电子产品,手机,iPhone 14 Pro,38,240392.79,8818.88,17607.15,0.43,6326.13
2024-02-07,食品,调味品,松露油,304,13812.0,665.11,1187.83,0.4,45.43
2024-02-07,电子产品,游戏机,PS5,22,53878.93,693.55,4551.16,0.26,2449.04
2024-02-07,家居用品,卫浴,智能马桶,127,95817.46,4434.89,5062.39,0.4,754.47
2024-02-07,食品,零食,高端坚果,341,42367.8,1803.19,3097.87,0.35,124.25
2024-02-07,服装,男装,裤子,45,85640.01,966.32,8056.97,0.26,1903.11
2024-02-07,家居用品,收纳,整体衣柜,58,214782.37,9030.31,19148.19,0.19,3703.14
2024-02-07,食品,调味品,醋,386,185870.78,5389.32,27507.79,0.32,481.53
2024-02-07,服装,童装,品牌童装,165,99709.93,1172.63,9149.57,0.48,604.3
2024-02-07,家居用品,厨具,进口刀具,17,65715.66,936.98,6418.53,0.18,3865.63
2024-02-08,服装,配饰,帽子,88,219794.78,9295.21,12906.71,0.46,2497.67
2024-02-08,电子产品,相机,松下S5,54,192862.28,3515.16,10921.49,0.33,3571.52
2024-02-08,服装,运动装,阿迪达斯,262,321338.05,3412.29,44305.04,0.41,1226.48
2024-02-08,电子产品,智能手表,Garmin,79,391040.08,18976.41,51125.02,0.33,4949.87
2024-02-08,电子产品,笔记本,联想ThinkPad,73,41297.31,877.89,2974.64,0.41,565.72
2024-02-08,电子产品,配件,无线耳机,90,720087.09,22619.28,103421.44,0.29,8000.97
2024-02-08,食品,调味品,进口橄榄油,106,86552.01,2087.61,12885.45,0.44,816.53
2024-02-08,家居用品,灯具,北欧吊灯,62,289952.67,5114.97,37830.47,0.24,4676.66
2024-02-08,电子产品,配件,无线耳机,89,475132.02,12459.3,60500.38,0.2,5338.56
2024-02-08,服装,童装,儿童套装,68,66558.29,1813.06,9696.99,0.17,978.8
2024-02-08,服装,配饰,围巾,255,271654.18,6311.04,22468.97,0.28,1065.31
2024-02-09,服装,运动装,安德玛,143,121147.01,4936.31,15456.41,0.3,847.18
2024-02-09,家居用品,家具,真皮沙发,97,350986.99,5312.07,45681.64,0.17,3618.42
2024-02-09,家居用品,厨具,炒锅套装,124,215102.18,10096.56,24382.54,0.27,1734.7
